RA,Turma,Nome,Ano_Nascimento,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Cg,Cf,Ct,Numero_Avaliacoes,Rec Av1,Rec Av2,Rec Av3,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Indicado,Atingiu PV,IPV,IAN,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Ano_Coleta_Dados
RA-617,M,Aluno-617,2011,11,Menina,2021,Escola Pública,Ametista,"7,107","453,000",115,10,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,"8,5","8,9","7,5",Não atendido,"6,3",Não,Não,"6,778","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-618,M,Aluno-618,2009,13,Menino,2020,Escola Pública,Ametista,"7,180","438,000",112,9,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,9","8,3","7,5",Não atendido,"6,7",Não,Não,"7,333","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-619,M,Aluno-619,2011,11,Menina,2021,Escola Pública,Ametista,"7,693","236,000",62,5,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,"9,5","8,0","7,5",Não atendido,"9,0",Não,Não,"7,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-620,M,Aluno-620,2010,12,Menino,2021,Escola Pública,Ágata,"6,018","726,000",173,11,3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,"0,0","7,5","7,5",Não atendido,"6,8",Não,Não,"6,833","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-621,M,Aluno-621,2012,10,Menino,2020,Escola Pública,Ametista,"7,448","337,000",89,7,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","7,7","7,5",Não atendido,"7,5",Não,Não,"8,222","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-622,N,Aluno-622,2010,12,Menina,2019,Escola Pública,Quartzo,"4,934","828,000",190,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"3,5","3,8","7,5",Não atendido,"3,8",Não,Não,"6,000","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-623,N,Aluno-623,2009,13,Menino,2022,Escola Pública,Ametista,"7,524","300,000",79,4,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"7,5","9,0","7,5",Não atendido,"8,3",Não,Não,"7,389","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-624,N,Aluno-624,2012,10,Menino,2022,Escola Pública,Ametista,"7,425","346,000",91,6,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","8,9","7,5",Não atendido,"6,8",Não,Não,"7,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-625,N,Aluno-625,2011,11,Menino,2022,Escola Pública,Ametista,"7,483","319,000",82,5,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,0","9,2","7,5",Não atendido,"7,8",Não,Não,"7,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-626,N,Aluno-626,2011,11,Menino,2021,Escola Pública,Quartzo,"5,818","748,000",178,9,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"7,4","7,6","7,5",Não atendido,"1,3",Não,Não,"7,278","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-627,N,Aluno-627,2012,10,Menina,2022,Escola Pública,Ágata,"6,621","619,000",150,8,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"7,0","6,7","7,5",Não atendido,"6,5",Não,Não,"7,000","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-628,N,Aluno-628,2011,11,Menino,2022,Escola Pública,Ametista,"7,577","282,000",76,3,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","7,6","7,5",Não atendido,"9,2",Não,Não,"7,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-629,N,Aluno-629,2013,9,Menino,2022,Escola Pública,Topázio,"8,110","112,000",24,1,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","10,0","7,5",Não atendido,"7,0",Não,Não,"7,278","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-630,N,Aluno-630,2013,9,Menino,2022,Escola Pública,Topázio,"8,064","127,000",30,2,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,2","7,5",Não atendido,"7,3",Não,Não,"7,278","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-631,N,Aluno-631,2010,12,Menino,2022,Escola Pública,Ágata,"6,928","515,000",133,7,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","6,8","7,5",Não atendido,"7,0",Não,Não,"7,222","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-632,P,Aluno-632,2012,10,Menina,2022,Escola Pública,Ágata,"6,996","489,000",129,9,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","9,3","6,9",Sem limitações,"6,3",Não,Não,"6,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-633,P,Aluno-633,2011,11,Menina,2020,Escola Pública,Ametista,"7,476","325,000",84,5,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"7,3","8,9","7,5",Não atendido,"7,7",Não,Não,"7,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-634,P,Aluno-634,2011,11,Menina,2022,Escola Pública,Ametista,"7,619","267,000",69,4,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,"9,5","9,4","7,5",Não atendido,"6,5",Não,Não,"8,222","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-635,P,Aluno-635,2012,10,Menino,2022,Escola Pública,Quartzo,"5,313","802,000",184,14,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"10,0","4,9","6,9",Requer avaliação,"1,5",Não,Não,"6,444","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-636,P,Aluno-636,2012,10,Menino,2022,Escola Pública,Ametista,"7,189","434,000",110,6,3,Mantido na Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,0","6,9",Requer avaliação,"7,3",Sim,Não,"7,389","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-637,P,Aluno-637,2012,10,Menina,2021,Escola Pública,Ametista,"7,039","477,000",124,8,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","9,0","7,5",Não atendido,"5,8",Não,Não,"7,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-638,P,Aluno-638,2013,9,Menina,2020,Escola Pública,Ametista,"7,059","467,000",120,7,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","9,3","7,5",Não atendido,"3,9",Não,Não,"6,278","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-639,P,Aluno-639,2012,10,Menina,2021,Escola Pública,Ágata,"6,613","622,000",151,12,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","7,4","7,5",Não atendido,"5,5",Não,Não,"6,611","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-640,P,Aluno-640,2011,11,Menina,2022,Escola Pública,Ágata,"6,730","577,000",141,11,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"9,0","8,4","7,5",Não atendido,"4,8",Não,Não,"6,778","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-641,P,Aluno-641,2013,9,Menina,2022,Escola Pública,Ametista,"7,776","210,000",53,2,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"9,0","9,3","7,5",Não atendido,"6,5",Não,Não,"6,778","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-642,P,Aluno-642,2012,10,Menina,2021,Escola Pública,Ametista,"7,750","216,000",55,3,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"10,0","9,7","6,9",Sem limitações,"7,3",Não,Não,"7,778","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-643,P,Aluno-643,2012,10,Menino,2022,Escola Pública,Ágata,"6,763","565,000",139,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","8,0","7,5",Não atendido,"6,2",Não,Não,"6,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-644,P,Aluno-644,2011,11,Menina,2021,Escola Pública,Ametista,"7,830","195,000",45,1,3,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,,"9,5","8,0","7,5",Não atendido,"8,8",Sim,Não,"8,278","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-645,P,Aluno-645,2012,10,Menina,2022,Escola Pública,Ágata,"6,086","711,000",170,13,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","8,1","7,5",Requer avaliação,"2,0",Não,Não,"6,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-646,R,Aluno-646,2009,13,Menino,2019,Escola Pública,Topázio,"8,181","90,000",20,1,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,"8,5","9,8","8,1",Não atendido,"8,4",Sim,Sim,"8,389","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-647,R,Aluno-647,2012,10,Menino,2022,Escola Pública,Ágata,"6,606","624,000",152,12,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","8,6","7,5",Não atendido,"3,3",Não,Não,"7,278","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-648,R,Aluno-648,2010,12,Menino,2019,Escola Pública,Ágata,"6,736","574,000",140,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","7,5","6,9",Sem limitações,"5,3",Não,Não,"7,500","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-649,R,Aluno-649,2010,12,Menina,2019,Escola Pública,Ametista,"7,302","393,000",103,8,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"8,5","8,9","5,6",Requer avaliação,"7,4",Não,Não,"7,611","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-650,R,Aluno-650,2011,11,Menina,2021,Escola Pública,Ágata,"7,004","486,000",127,9,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,"6,9","8,7","5,6",Sem limitações,"6,9",Não,Não,"7,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-651,R,Aluno-651,2012,10,Menina,2022,Escola Pública,Ametista,"7,866","180,000",40,5,3,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,"8,5","9,3","7,5",Não atendido,"7,8",Sim,Não,"8,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-652,R,Aluno-652,2013,9,Menina,2022,Escola Pública,Topázio,"8,151","98,000",22,2,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,0","9,6","7,5",Não atendido,"7,8",Não,Não,"7,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-653,R,Aluno-653,2011,11,Menina,2022,Escola Pública,Topázio,"8,101","115,000",25,3,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,6","7,5",Não atendido,"9,3",Não,Não,"7,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-654,R,Aluno-654,2010,12,Menina,2022,Escola Pública,Ametista,"7,308","384,000",99,7,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,6","7,5",Não atendido,"6,8",Não,Não,"7,556","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-655,R,Aluno-655,2010,12,Menina,2019,Escola Pública,Ametista,"7,785","206,000",50,6,3,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,"7,5","9,2","7,5",Não atendido,"8,3",Sim,Sim,"8,389","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-656,R,Aluno-656,2011,11,Menina,2020,Escola Pública,Ágata,"6,652","606,000",146,11,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"7,4","7,5","5,6",Requer avaliação,"6,3",Não,Não,"7,500","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-657,R,Aluno-657,2010,12,Menina,2021,Escola Pública,Topázio,"8,093","117,000",26,4,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,"9,5","9,8","7,5",Não atendido,"9,0",Não,Não,"7,500","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-658,U,Aluno-658,2012,10,Menina,2022,Escola Pública,Ametista,"7,407","357,000",93,7,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"10,0","9,3","7,5",Não atendido,"5,6",Não,Não,"7,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-659,U,Aluno-659,2012,10,Menina,2022,Escola Pública,Ametista,"7,783","208,000",51,3,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"8,0","7,8","7,5",Não atendido,"9,3",Não,Não,"8,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-660,U,Aluno-660,2013,9,Menina,2021,Escola Pública,Topázio,"8,363","50,000",7,1,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,5","9,0","7,5",Não atendido,"6,9",Não,Sim,"9,083","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-661,U,Aluno-661,2011,11,Menino,2022,Escola Pública,Ametista,"7,593","274,000",72,4,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,0","8,3","7,5",Não atendido,"7,8",Não,Não,"7,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-662,U,Aluno-662,2011,11,Menina,2022,Escola Pública,Ametista,"7,044","473,000",122,9,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,0","8,8","7,5",Não atendido,"6,8",Não,Não,"6,083","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-663,U,Aluno-663,2012,10,Menino,2022,Escola Pública,Ágata,"6,376","665,000",161,11,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"6,9","8,7","7,5",Não atendido,"5,8",Não,Não,"5,250","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-664,U,Aluno-664,2012,10,Menina,2022,Escola Pública,Ametista,"7,277","405,000",105,8,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","8,8","7,5",Não atendido,"6,3",Não,Não,"7,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-665,U,Aluno-665,2011,11,Menina,2022,Escola Pública,Ágata,"6,996","488,000",128,10,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,0","7,4","7,5",Não atendido,"6,8",Não,Não,"7,250","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-666,U,Aluno-666,2012,10,Menino,2022,Escola Pública,Ametista,"7,929","160,000",39,2,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","9,1","7,5",Não atendido,"7,8",Não,Sim,"8,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-667,U,Aluno-667,2011,11,Menino,2021,Escola Pública,Quartzo,"5,844","747,000",177,12,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,5","5,6","7,5",Não atendido,"4,5",Não,Não,"5,833","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-668,U,Aluno-668,2011,11,Menino,2022,Escola Pública,Quartzo,"4,365","845,000",192,13,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"6,9","3,3","7,5",Não atendido,"2,8",Não,Não,"3,750","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-669,U,Aluno-669,2011,11,Menino,2022,Escola Pública,Ametista,"7,475","326,000",85,5,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","9,7","7,5",Não atendido,"6,0",Não,Não,"7,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-670,U,Aluno-670,2012,10,Menina,2022,Escola Pública,Ametista,"7,451","335,000",88,6,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"8,0","8,8","7,5",Não atendido,"6,9",Não,Não,"8,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-671,A,Aluno-671,2013,9,Menino,2021,Escola Pública,Ametista,"7,617","269,000",75,4,2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,"8,5","8,2","8,1",Sem limitações,"8,8",Não,Não,"7,417","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-672,A,Aluno-672,2013,9,Menina,2021,Escola Pública,Ametista,"7,480","323,000",96,6,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,5","8,5","8,1",Não atendido,"8,8",Não,Não,"6,750","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-673,A,Aluno-673,2014,8,Menina,2022,Escola Pública,Topázio,"8,650","21,000",2,1,2,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,"8,5","9,2","8,1",Não atendido,"9,2",Sim,Sim,"8,583","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-674,A,Aluno-674,2014,8,Menino,2022,Escola Pública,Ametista,"7,862","181,000",50,3,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","8,7","8,1",Sem limitações,"8,0",Não,Não,"6,333","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-675,A,Aluno-675,2014,8,Menino,2022,Escola Pública,Ametista,"7,576","284,000",79,5,2,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,,"10,0","6,6","8,1",Não atendido,"7,4",Sim,Não,"7,083","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-676,A,Aluno-676,2013,9,Menino,2021,Escola Pública,Ametista,"7,911","165,000",44,2,2,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,"8,5","8,6","8,1",Não atendido,"9,3",Sim,Não,"8,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-677,B,Aluno-677,2014,8,Menina,2021,Escola Pública,Topázio,"8,358","52,000",13,1,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","9,4","7,5",Não atendido,"7,3",Não,Sim,"8,583","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-678,B,Aluno-678,2013,9,Menino,2022,Escola Pública,Ametista,"8,000","143,000",40,2,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","10,0","6,9",Sem limitações,"7,3",Não,Sim,"9,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-679,B,Aluno-679,2012,10,Menino,2020,Escola Pública,Ametista,"7,172","441,000",129,6,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","8,2","7,5",Sem limitações,"6,3",Não,Não,"7,833","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-680,B,Aluno-680,2012,10,Menina,2019,Escola Pública,Ametista,"7,518","302,000",85,4,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","8,8","7,5",Não atendido,"7,4",Não,Não,"7,750","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-681,B,Aluno-681,2012,10,Menino,2022,Escola Pública,Ametista,"7,204","427,000",128,5,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"8,5","8,5","6,9",Requer avaliação,"6,5",Não,Não,"8,000","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-682,B,Aluno-682,2011,11,Menino,2022,Escola Pública,Ametista,"7,625","262,000",74,3,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,5","9,1","7,5",Não atendido,"7,0",Não,Não,"8,083","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
